iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,population,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
VNM,Asia,Vietnam,3/23/2021,2572,0,2.571,35,0,0,25.802,0,0.026,0.351,0,0,0.8,,,,,,,,,,,,,,,,,,37911,37911,,,1829,2459,0.04,0.04,,,25,2459,0.003,56.94,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,98186856,,,,
VNM,Asia,Vietnam,3/24/2021,2572,0,2.571,35,0,0,25.802,0,0.026,0.351,0,0,0.85,,,,,,,,,,,,,,,,,,39817,39817,,,1906,2252,0.04,0.04,,,23,2252,0.002,56.94,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,98186856,,,,
VNM,Asia,Vietnam,3/25/2021,2572,0,2.571,35,0,0,25.802,0,0.026,0.351,0,0,0.93,,,,,,,,,,,,,,,,,,42225,42225,,,2408,2097,0.04,0.04,,,21,2097,0.002,56.94,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,98186856,,,,
VNM,Asia,Vietnam,3/26/2021,2572,0,2.571,35,0,0,25.802,0,0.026,0.351,0,0,1.01,,,,,,,,,,,,,,,,,,44000,44000,,,1775,1861,0.04,0.04,,,19,1861,0.002,56.94,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,98186856,,,,
VNM,Asia,Vietnam,3/27/2021,2572,0,2.571,35,0,0,25.802,0,0.026,0.351,0,0,1.06,,,,,,,,,,,,,,,,,,44278,44278,,,278,1702,0.05,0.05,,,17,1702,0.002,56.94,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,98186856,,,,
VNM,Asia,Vietnam,3/28/2021,2591,19,2.714,35,0,0,25.993,0.191,0.027,0.351,0,0,1.13,,,,,,,,,,,,,,,,,,45140,45140,,,862,1607,0.05,0.05,,,16,1607,0.002,56.94,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,98186856,,,,
VNM,Asia,Vietnam,3/29/2021,2591,0,2.714,35,0,0,25.993,0,0.027,0.351,0,0,1.19,,,,,,,,,,,,,,,,,,46416,46416,,,1276,1476,0.05,0.05,,,15,1476,0.002,56.94,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,98186856,,,,
VNM,Asia,Vietnam,3/30/2021,2591,0,2.714,35,0,0,25.993,0,0.027,0.351,0,0,1.25,,,,,,,,,,,,,,,,,,48256,48256,,,1840,1478,0.05,0.05,,,15,1478,0.002,56.94,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,98186856,,,,
VNM,Asia,Vietnam,3/31/2021,2591,0,2.714,35,0,0,25.993,0,0.027,0.351,0,0,1.34,,,,,,,,,,,,,,,,,,49743,49743,,,1487,1418,0.05,0.05,,,14,1418,0.001,56.94,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,98186856,,,,
VNM,Asia,Vietnam,4/1/2021,2591,0,2.714,35,0,0,25.993,0,0.027,0.351,0,0,1.38,,,,,,,,,,,,,,,,,,51216,51216,,,1473,1284,0.05,0.05,,,13,1284,0.001,56.94,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,98186856,,,,
VNM,Asia,Vietnam,4/2/2021,2591,0,2.714,35,0,0,25.993,0,0.027,0.351,0,0,1.36,,,,,,,,,,,,,,,,,,52091,52091,,,875,1156,0.05,0.05,,,12,1156,0.001,56.94,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,98186856,,,,
VNM,Asia,Vietnam,4/3/2021,2591,0,2.714,35,0,0,25.993,0,0.027,0.351,0,0,1.37,,,,,,,,,,,,,,,,,,52335,52335,,,244,1151,0.05,0.05,,,12,1151,0.001,56.94,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,98186856,,,,
VNM,Asia,Vietnam,4/4/2021,2631,40,5.714,35,0,0,26.394,0.401,0.057,0.351,0,0,1.38,,,,,,,,,,,,,,,,,,52413,52413,,,78,1039,0.05,0.05,,,11,1039,0.001,56.94,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,98186856,,,,
VNM,Asia,Vietnam,4/5/2021,2631,0,5.714,35,0,0,26.394,0,0.057,0.351,0,0,1.39,,,,,,,,,,,,,,,,,,52868,52868,,,455,922,0.05,0.05,,,9,922,0.001,56.94,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,98186856,,,,
VNM,Asia,Vietnam,4/6/2021,2631,0,5.714,35,0,0,26.394,0,0.057,0.351,0,0,1.41,,,,,,,,,,,,,,,,,,53953,53953,,,1085,814,0.05,0.05,,,8,814,0.001,56.94,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,98186856,,,,
VNM,Asia,Vietnam,4/7/2021,2631,0,5.714,35,0,0,26.394,0,0.057,0.351,0,0,1.4,,,,,,,,,,,,,,,,,,55151,55151,,,1198,773,0.06,0.06,,,8,773,0.001,56.94,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,98186856,,,,
VNM,Asia,Vietnam,4/8/2021,2631,0,5.714,35,0,0,26.394,0,0.057,0.351,0,0,1.39,,,,,,,,,,,,,,,,,,56359,,,,1208,735,0.06,,,,7,768,0.001,56.94,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,98186856,,,,
VNM,Asia,Vietnam,4/9/2021,2631,0,5.714,35,0,0,26.394,0,0.057,0.351,0,0,1.39,,,,,,,,,,,,,,,,,,58037,58037,,,1678,849,0.06,0.06,,,9,849,0.001,56.94,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,98186856,,,,
VNM,Asia,Vietnam,4/10/2021,2631,0,5.714,35,0,0,26.394,0,0.057,0.351,0,0,1.36,,,,,,,,,,,,,,,,,,58248,58248,,,211,845,0.06,0.06,,,9,845,0.001,56.94,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,98186856,,,,
VNM,Asia,Vietnam,4/11/2021,2696,65,9.286,35,0,0,27.046,0.652,0.093,0.351,0,0,1.34,,,,,,,,,,,,,,,,,,58418,58418,,,170,858,0.06,0.06,,,9,858,0.001,56.94,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,98186856,,,,
VNM,Asia,Vietnam,4/12/2021,2696,0,9.286,35,0,0,27.046,0,0.093,0.351,0,0,1.36,,,,,,,,,,,,,,,,,,59249,59249,,,831,912,0.06,0.06,,,9,912,0.001,56.94,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,98186856,,,,
VNM,Asia,Vietnam,4/13/2021,2696,0,9.286,35,0,0,27.046,0,0.093,0.351,0,0,1.36,,,,,,,,,,,,,,,,,,60139,60139,,,890,884,0.06,0.06,,,9,884,0.001,51.39,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,98186856,,,,
VNM,Asia,Vietnam,4/14/2021,2696,0,9.286,35,0,0,27.046,0,0.093,0.351,0,0,1.36,,,,,,,,,,,,,,,,,,62028,62028,,,1889,982,0.06,0.06,,,10,982,0.001,51.39,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,98186856,,,,
VNM,Asia,Vietnam,4/15/2021,2696,0,9.286,35,0,0,27.046,0,0.093,0.351,0,0,1.33,,,,,,,,,,,,,,,,,,63758,63758,,,1730,1057,0.06,0.06,,,11,1023,0.001,51.39,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,98186856,,,,
VNM,Asia,Vietnam,4/16/2021,2696,0,9.286,35,0,0,27.046,0,0.093,0.351,0,0,1.29,,,,,,,,,,,,,,,,,,66366,66366,,,2608,1190,0.07,0.07,,,12,1190,0.001,51.39,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,98186856,,,,
VNM,Asia,Vietnam,4/17/2021,2696,0,9.286,35,0,0,27.046,0,0.093,0.351,0,0,1.24,,,,,,,,,,,,,,,,,,67789,67789,,,1423,1363,0.07,0.07,,,14,1363,0.001,51.39,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,98186856,,,,
VNM,Asia,Vietnam,4/18/2021,2785,89,12.714,35,0,0,27.939,0.893,0.128,0.351,0,0,1.21,,,,,,,,,,,,,,,,,,79182,79182,,,11393,2966,0.08,0.08,,,30,2966,0.003,51.39,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,98186856,,,,
VNM,Asia,Vietnam,4/19/2021,2785,0,12.714,35,0,0,27.939,0,0.128,0.351,0,0,1.2,,,,,,,,,,,,,,,,,,80857,80857,,,1675,3087,0.08,0.08,,,31,3087,0.003,51.39,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,98186856,,,,
VNM,Asia,Vietnam,4/20/2021,2785,0,12.714,35,0,0,27.939,0,0.128,0.351,0,0,1.2,,,,,,,,,,,,,,,,,,106929,106929,,,26072,6684,0.11,0.11,,,68,6684,0.007,51.39,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,98186856,,,,
VNM,Asia,Vietnam,4/21/2021,2785,0,12.714,35,0,0,27.939,0,0.128,0.351,0,0,1.2,,,,,,,,,,,,,,,,,,108897,108897,,,1968,6696,0.11,0.11,,,68,6696,0.007,51.39,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,98186856,,,,
VNM,Asia,Vietnam,4/22/2021,2785,0,12.714,35,0,0,27.939,0,0.128,0.351,0,0,1.21,,,,,,,,,,,,,,,,,,128610,128610,,,19713,9265,0.13,0.13,,,94,9265,0.009,51.39,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,98186856,,,,
VNM,Asia,Vietnam,4/23/2021,2785,0,12.714,35,0,0,27.939,0,0.128,0.351,0,0,1.23,,,,,,,,,,,,,,,,,,176037,176037,,,47427,15667,0.18,0.18,,,160,15667,0.016,51.39,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,98186856,,,,
VNM,Asia,Vietnam,4/24/2021,2785,0,12.714,35,0,0,27.939,0,0.128,0.351,0,0,1.26,,,,,,,,,,,,,,,,,,198972,198972,,,22935,18740,0.2,0.2,,,191,18740,0.019,51.39,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,98186856,,,,
VNM,Asia,Vietnam,4/25/2021,2846,61,8.714,35,0,0,28.551,0.612,0.087,0.351,0,0,1.32,,,,,,,,,,,,,,,,,,209632,209632,,,10660,18636,0.21,0.21,,,190,18636,0.019,51.39,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,98186856,,,,
VNM,Asia,Vietnam,4/26/2021,2846,0,8.714,35,0,0,28.551,0,0.087,0.351,0,0,1.38,,,,,,,,,,,,,,,,,,259736,259736,,,50104,25554,0.26,0.26,,,260,25554,0.026,51.39,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,98186856,,,,
VNM,Asia,Vietnam,4/27/2021,2846,0,8.714,35,0,0,28.551,0,0.087,0.351,0,0,1.45,,,,,,,,,,,,,,,,,,318792,318792,,,59056,30266,0.32,0.32,,,308,30266,0.031,69.91,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,98186856,,,,
VNM,Asia,Vietnam,4/28/2021,2846,0,8.714,35,0,0,28.551,0,0.087,0.351,0,0,1.54,,,,,,,,,,,,,,,,,,425638,425638,,,106846,45249,0.43,0.43,,,461,45249,0.046,69.91,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,98186856,,,,
VNM,Asia,Vietnam,4/29/2021,2846,0,8.714,35,0,0,28.551,0,0.087,0.351,0,0,1.64,,,,,,,,,,,,,,,,,,506435,506435,,,80797,53975,0.52,0.52,,,550,53975,0.055,69.91,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,98186856,,,,
VNM,Asia,Vietnam,4/30/2021,2846,0,8.714,35,0,0,28.551,0,0.087,0.351,0,0,1.66,,,,,,,,,,,,,,,,,,519262,509855,9407,,12827,49032,0.53,0.52,0.01,,499,47688,0.049,69.91,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,98186856,,,,
VNM,Asia,Vietnam,5/1/2021,2846,0,8.714,35,0,0,28.551,0,0.087,0.351,0,0,1.67,,,,,,,,,,,,,,,,,,,511435,,,,51087,,0.52,,,520,44638,0.045,69.91,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,98186856,,,,
VNM,Asia,Vietnam,5/2/2021,2962,116,16.571,35,0,0,29.715,1.164,0.166,0.351,0,0,1.71,,,,,,,,,,,,,,,,,,,532247,,,,54895,,0.54,,,559,46088,0.047,69.91,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,98186856,,,,
VNM,Asia,Vietnam,5/3/2021,2962,0,16.571,35,0,0,29.715,0,0.166,0.351,0,0,1.76,,,,,,,,,,,,,,,,,,,539062,,,,53069,,0.55,,,540,39904,0.041,69.91,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,98186856,,,,
VNM,Asia,Vietnam,5/4/2021,2962,0,16.571,35,0,0,29.715,0,0.166,0.351,0,0,1.81,,,,,,,,,,,,,,,,,,,585539,,,,49964,,0.6,,,509,38107,0.039,69.91,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,98186856,,,,
VNM,Asia,Vietnam,5/5/2021,2962,0,16.571,35,0,0,29.715,0,0.166,0.351,0,0,1.88,,,,,,,,,,,,,,,,,,,675956,,,,40031,,0.69,,,408,35760,0.036,69.91,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,98186856,,,,
VNM,Asia,Vietnam,5/6/2021,2962,0,16.571,35,0,0,29.715,0,0.166,0.351,0,0,1.94,,,,,,,,,,,,,,,,,,,747827,,,,33820,,0.76,,,344,34485,0.035,69.91,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,98186856,,,,
VNM,Asia,Vietnam,5/7/2021,2962,0,16.571,35,0,0,29.715,0,0.166,0.351,0,0,1.99,,,,,,,,,,,,,,,,,,,801957,,,,37319,,0.82,,,380,41729,0.042,69.91,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,98186856,,,,
VNM,Asia,Vietnam,5/8/2021,2962,0,16.571,35,0,0,29.715,0,0.166,0.351,0,0,2.02,,,,,,,,,,,,,,,,,,,832635,,,,37319,,0.85,,,380,45886,0.047,69.91,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,98186856,,,,
VNM,Asia,Vietnam,5/9/2021,3412,450,64.286,35,0,0,34.229,4.514,0.645,0.351,0,0,2.01,,,,,,,,,,,,,,,,,,,851513,,,,37319,,0.87,,,380,45609,0.046,69.91,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,98186856,,,,
VNM,Asia,Vietnam,5/10/2021,3412,0,64.286,35,0,0,34.229,0,0.645,0.351,0,0,1.94,,,,,,,,,,,,,,,,,,892454,,,,,37319,0.91,,,,380,47221,0.048,69.91,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,98186856,,,,
VNM,Asia,Vietnam,5/11/2021,3412,0,64.286,35,0,0,34.229,0,0.645,0.351,0,0,1.88,,,,,,,,,,,,,,,,,,,887705,,,,35529,,0.9,,,362,43167,0.044,71.76,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,98186856,,,,
VNM,Asia,Vietnam,5/12/2021,3412,0,64.286,35,0,0,34.229,0,0.645,0.351,0,0,1.82,,,,,,,,,,,,,,,,,,942030,,,,,33739,0.96,,,,344,33152,0.034,71.76,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,98186856,,,,
VNM,Asia,Vietnam,5/13/2021,3412,0,64.286,35,0,0,34.229,0,0.645,0.351,0,0,1.78,,,,,,,,,,,,,,,,,,959182,,,,17152,30858,0.98,,,,314,25787,0.026,71.76,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,98186856,,,,
VNM,Asia,Vietnam,5/14/2021,3412,0,64.286,35,0,0,34.229,0,0.645,0.351,0,0,1.77,,,,,,,,,,,,,,,,,,969697,948655,21042,,10515,27029,0.99,0.97,0.02,,275,20957,0.021,71.76,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,98186856,,,,
VNM,Asia,Vietnam,5/15/2021,3412,0,64.286,35,0,0,34.229,0,0.645,0.351,0,0,1.76,,,,,,,,,,,,,,,,,,977032,954520,22512,,7335,22745,1,0.97,0.02,,232,17412,0.018,71.76,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,98186856,,,,
VNM,Asia,Vietnam,5/16/2021,4212,800,114.286,37,2,0.286,42.255,8.026,1.147,0.371,0.02,0.003,1.7,,,,,,,,,,,,,,,,,,979238,956677,22561,,2206,17729,1,0.97,0.02,,181,15023,0.015,71.76,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,98186856,,,,
VNM,Asia,Vietnam,5/17/2021,4212,0,114.286,37,0,0.286,42.255,0,1.147,0.371,0,0.003,1.66,,,,,,,,,,,,,,,,,,,,,,,14695,,,,,150,14286,0.015,71.76,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,98186856,,,,
VNM,Asia,Vietnam,5/18/2021,4212,0,114.286,37,0,0.286,42.255,0,1.147,0.371,0,0.003,1.61,,,,,,,,,,,,,,,,,,1011395,982543,28852,,,13450,1.03,1,0.03,,137,13548,0.014,77.31,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,98186856,,,,
VNM,Asia,Vietnam,5/19/2021,4212,0,114.286,37,0,0.286,42.255,0,1.147,0.371,0,0.003,1.57,,,,,,,,,,,,,,,,,,,,,,,10490,,,,,107,11223,0.011,77.31,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,98186856,,,,
VNM,Asia,Vietnam,5/20/2021,4212,0,114.286,37,0,0.286,42.255,0,1.147,0.371,0,0.003,1.52,,,,,,,,,,,,,,,,,,,,,,,8621,,,,,88,8897,0.009,77.31,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,98186856,,,,
VNM,Asia,Vietnam,5/21/2021,4212,0,114.286,37,0,0.286,42.255,0,1.147,0.371,0,0.003,1.51,,,,,,,,,,,,,,,,,,,,,,,7699,,,,,78,6572,0.007,77.31,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,98186856,,,,
VNM,Asia,Vietnam,5/22/2021,4212,0,114.286,37,0,0.286,42.255,0,1.147,0.371,0,0.003,1.49,,,,,,,,,,,,,,,,,,1027659,998698,28961,,,7232,1.05,1.02,0.03,,74,6311,0.006,77.31,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,98186856,,,,
VNM,Asia,Vietnam,5/23/2021,5275,1063,151.857,42,5,0.714,52.919,10.664,1.523,0.421,0.05,0.007,1.49,,,,,,,,,,,,,,,,,,,,,,,7175,,,,,73,6260,0.006,77.31,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,98186856,,,,
VNM,Asia,Vietnam,5/24/2021,5275,0,151.857,42,0,0.714,52.919,0,1.523,0.421,0,0.007,1.49,,,,,,,,,,,,,,,,,,,,,,,5135,,,,,52,4670,0.005,77.31,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,98186856,,,,
VNM,Asia,Vietnam,5/25/2021,5275,0,151.857,42,0,0.714,52.919,0,1.523,0.421,0,0.007,1.5,,,,,,,,,,,,,,,,,,,,,,,3096,,,,,32,3080,0.003,77.31,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,98186856,,,,
VNM,Asia,Vietnam,5/26/2021,5275,0,151.857,42,0,0.714,52.919,0,1.523,0.421,0,0.007,1.45,,,,,,,,,,,,,,,,,,1034867,1005906,28961,,,2772,1.05,1.02,0.03,,28,2761,0.003,77.31,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,98186856,,,,
VNM,Asia,Vietnam,5/27/2021,5275,0,151.857,42,0,0.714,52.919,0,1.523,0.421,0,0.007,1.41,,,,,,,,,,,,,,,,,,,,,,,4112,,,,,42,4058,0.004,77.31,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,98186856,,,,
VNM,Asia,Vietnam,5/28/2021,5275,0,151.857,42,0,0.714,52.919,0,1.523,0.421,0,0.007,1.38,,,,,,,,,,,,,,,,,,,,,,,5452,,,,,56,5355,0.005,77.31,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,98186856,,,,
VNM,Asia,Vietnam,5/29/2021,5275,0,151.857,42,0,0.714,52.919,0,1.523,0.421,0,0.007,1.37,,,,,,,,,,,,,,,,,,,,,,,6792,,,,,69,6652,0.007,77.31,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,98186856,,,,
VNM,Asia,Vietnam,5/30/2021,7168,1893,270.429,47,5,0.714,71.91,18.991,2.713,0.472,0.05,0.007,1.33,,,,,,,,,,,,,,,,,,,,,,,8456,,,,,86,8268,0.008,77.31,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,98186856,,,,
VNM,Asia,Vietnam,5/31/2021,7168,0,270.429,47,0,0.714,71.91,0,2.713,0.472,0,0.007,1.3,,,,,,,,,,,,,,,,,,1102099,1071497,30602,,,10119,1.12,1.09,0.03,,103,9885,0.01,77.31,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,98186856,,,,
VNM,Asia,Vietnam,6/1/2021,7168,0,270.429,47,0,0.714,71.91,0,2.713,0.472,0,0.007,1.26,,,,,,,,,,,,,,,,,,,,,,,10434,,,,,106,10159,0.01,77.31,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,98186856,,,,
VNM,Asia,Vietnam,6/2/2021,7168,0,270.429,47,0,0.714,71.91,0,2.713,0.472,0,0.007,1.23,,,,,,,,,,,,,,,,,,1110111,1078934,31177,,,10749,1.13,1.1,0.03,,109,10433,0.011,77.31,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,98186856,,,,
VNM,Asia,Vietnam,6/3/2021,7168,0,270.429,47,0,0.714,71.91,0,2.713,0.472,0,0.007,1.21,,,,,,,,,,,,,,,,,,1156056,1124505,31551,,45945,15392,1.18,1.15,0.03,,157,15069,0.015,77.31,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,98186856,,,,
VNM,Asia,Vietnam,6/4/2021,7168,0,270.429,47,0,0.714,71.91,0,2.713,0.472,0,0.007,1.2,,,,,,,,,,,,,,,,,,1217607,1185206,32401,,61551,22264,1.24,1.21,0.03,,227,21866,0.022,77.31,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,98186856,,,,
VNM,Asia,Vietnam,6/5/2021,7168,0,270.429,47,0,0.714,71.91,0,2.713,0.472,0,0.007,1.17,,,,,,,,,,,,,,,,,,1243304,1209672,33632,,25697,24014,1.27,1.23,0.03,,245,23487,0.024,77.31,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,98186856,,,,
VNM,Asia,Vietnam,6/6/2021,8791,1623,231.857,53,6,0.857,88.192,16.282,2.326,0.532,0.06,0.009,1.17,,,,,,,,,,,,,,,,,,1248559,1214916,33643,,5255,22844,1.27,1.24,0.03,,233,22362,0.023,77.31,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,98186856,,,,
VNM,Asia,Vietnam,6/7/2021,8791,0,231.857,53,0,0.857,88.192,0,2.326,0.532,0,0.009,1.17,,,,,,,,,,,,,,,,,,1340098,1301932,38166,,91539,34000,1.36,1.33,0.04,,346,32919,0.034,77.31,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,98186856,,,,
VNM,Asia,Vietnam,6/8/2021,8791,0,231.857,53,0,0.857,88.192,0,2.326,0.532,0,0.009,1.17,,,,,,,,,,,,,,,,,,1354856,1312741,42115,,14758,35536,1.38,1.34,0.04,,362,33932,0.035,77.31,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,98186856,,,,
